order_item_id,order_id,product_id,quantity,unit_price
114,43,13,1,850.67
115,44,25,3,1033.69
116,44,49,5,816.44
117,44,14,5,725.18
118,45,49,4,816.44
119,45,40,5,1278.17
120,46,1,4,372.19
121,46,29,3,353.52
122,47,6,3,1347.33
123,47,2,3,440.88
124,47,31,5,479.42
125,47,49,3,816.44
126,48,38,1,664.72
127,48,30,3,1441.27
128,48,12,2,1439.81
129,48,29,3,353.52
130,49,46,5,84.06
131,49,11,1,96.76
132,50,32,4,413.85
133,50,7,2,73.1
134,50,23,3,139.75
135,50,44,4,389.5
136,51,48,5,102.92
137,51,12,4,1439.81
138,51,1,3,372.19
139,51,38,2,664.72
140,52,45,1,272.51
141,53,25,5,1033.69
142,53,3,5,761.39
143,53,1,5,372.19
144,53,5,1,764.17
145,54,10,4,1196.87
146,55,26,1,1408.14
147,55,2,3,440.88
148,55,4,4,1414.79
149,55,4,3,1414.79
150,56,3,5,761.39
151,57,6,2,1347.33
152,57,29,3,353.52
153,58,40,1,1278.17
154,58,9,2,327.48
155,59,25,2,1033.69
156,59,27,2,952.8
157,59,41,2,230.26
158,60,1,3,372.19
159,60,15,4,847.89
160,60,30,5,1441.27
161,61,33,5,858.59
162,62,7,4,73.1
163,63,41,4,230.26
164,63,5,4,764.17
165,64,11,2,96.76
166,64,50,5,1034.54
167,65,12,1,1439.81
168,65,33,5,858.59
169,65,43,2,922.65
170,65,7,4,73.1
171,66,3,4,761.39
172,66,31,4,479.42
173,67,26,2,1408.14
174,67,23,2,139.75
175,68,28,4,54.17
176,68,27,5,952.8
177,69,7,1,73.1
178,69,32,1,413.85
179,69,3,4,761.39
180,70,49,3,816.44
181,70,44,2,389.5
182,71,2,1,440.88
183,71,38,3,664.72
184,71,2,2,440.88
185,71,27,5,952.8
186,72,49,3,816.44
187,73,28,4,54.17
188,73,2,1,440.88
189,73,30,5,1441.27
190,74,25,2,1033.69
191,74,11,3,96.76
192,74,17,4,875.42
193,75,29,4,353.52
194,76,33,4,858.59
195,76,7,5,73.1
196,77,44,4,389.5
197,77,11,5,96.76
198,78,43,2,922.65
199,78,43,5,922.65
200,78,39,4,1160.16
201,78,4,5,1414.79
202,79,23,1,139.75
203,80,14,3,725.18
204,81,43,1,922.65
205,81,9,4,327.48
206,81,42,4,1167.25
207,82,20,5,1192.73
208,82,17,2,875.42
209,82,8,4,120.93
210,83,10,3,1196.87
211,83,12,3,1439.81
212,83,8,2,120.93
213,84,46,4,84.06
214,84,26,4,1408.14
215,85,49,1,816.44
216,85,8,2,120.93
217,85,41,5,230.26
218,85,20,5,1192.73
219,86,9,3,327.48
220,87,37,3,824.97
221,87,46,3,84.06
222,88,34,1,1466.33
223,88,12,1,1439.81
224,88,42,2,1167.25
225,88,21,5,655.95
226,89,39,1,1160.16
227,89,14,3,725.18
228,89,42,5,1167.25
229,90,21,3,655.95
230,90,32,5,413.85
231,90,27,4,952.8
232,91,35,2,99.27
233,91,30,1,1441.27
234,92,20,2,1192.73
235,92,19,5,1412.64
236,93,6,3,1347.33
237,94,23,2,139.75
238,94,26,4,1408.14
239,94,15,2,847.89
240,94,15,4,847.89
241,95,12,2,1439.81
242,96,19,2,1412.64
243,96,12,3,1439.81
244,96,38,4,664.72
245,96,19,1,1412.64
246,97,22,3,1453.6
247,97,23,4,139.75
248,97,36,5,672.9
249,97,47,3,1289.2
250,98,23,4,139.75
251,99,46,2,84.06
252,99,1,2,372.19
253,99,8,4,120.93
254,99,33,4,858.59
255,100,16,1,51.25
256,100,14,2,725.18
257,100,5,1,764.17
258,101,32,4,413.85
259,101,5,3,764.17
260,102,2,3,440.88
261,103,38,2,664.72
262,104,39,5,1160.16
263,104,46,4,84.06
264,104,3,3,761.39
265,105,46,3,84.06
266,105,17,3,875.42
267,105,45,4,272.51
268,106,7,1,73.1
269,106,5,1,764.17
270,106,8,3,120.93
271,106,40,3,1278.17
272,107,35,1,99.27
273,108,1,3,372.19
274,108,14,1,725.18
275,108,12,3,1439.81
276,109,9,4,327.48
277,109,31,3,479.42
278,110,48,4,102.92
279,110,18,4,965.57
280,111,12,2,1439.81
281,111,12,2,1439.81
282,112,50,1,1034.54
283,112,8,5,120.93
284,112,25,2,1033.69
285,113,14,4,725.18
286,114,14,4,725.18
287,114,19,3,1412.64
288,114,37,3,824.97
289,115,36,5,672.9
290,115,47,1,1289.2
291,116,20,2,1192.73
292,116,21,3,655.95
293,117,18,4,965.57
294,118,9,3,327.48
295,118,8,5,120.93
296,118,12,5,1439.81
297,118,12,5,1439.81
298,119,46,2,84.06
299,120,3,5,761.39
300,121,38,5,664.72
301,122,18,5,965.57
302,123,7,5,73.1
303,123,4,1,1414.79
304,123,3,2,761.39
305,124,17,4,875.42
306,124,4,1,1414.79
307,124,24,4,446.96
308,124,50,2,1034.54
309,125,13,4,850.67
310,125,4,3,1414.79
311,125,41,2,230.26
312,125,26,5,1408.14
313,126,41,2,230.26
314,126,43,3,922.65
315,126,6,3,1347.33
316,127,9,3,327.48
317,128,16,3,51.25
318,128,19,4,1412.64
319,128,14,3,725.18
320,128,37,5,824.97
321,129,37,1,824.97
322,130,26,1,1408.14
323,130,6,4,1347.33
324,130,26,2,1408.14
325,131,22,5,1453.6
326,131,21,5,655.95
327,131,5,4,764.17
328,132,11,5,96.76
329,132,23,5,139.75
330,132,49,1,816.44
331,133,25,2,1033.69
332,133,45,1,272.51
333,133,28,2,54.17
334,134,29,1,353.52
335,134,25,2,1033.69
336,135,47,4,1289.2
337,136,41,2,230.26
338,137,1,2,372.19
339,137,36,3,672.9
340,138,27,1,952.8
341,138,8,2,120.93
342,139,37,1,824.97
343,139,8,4,120.93
344,139,12,2,1439.81
345,140,11,5,96.76
346,140,20,1,1192.73
347,141,39,3,1160.16
348,142,43,1,922.65
349,142,38,2,664.72
350,143,25,1,1033.69
351,143,25,3,1033.69
352,143,12,2,1439.81
353,143,36,5,672.9
354,144,33,2,858.59
355,144,20,4,1192.73
356,144,47,2,1289.2
357,144,1,5,372.19
358,145,3,4,761.39
359,146,25,2,1033.69
360,146,14,4,725.18
361,146,23,3,139.75
362,147,27,3,952.8
363,147,39,5,1160.16
364,147,49,2,816.44
365,148,19,2,1412.64
366,149,47,3,1289.2
367,149,10,2,1196.87
368,149,5,5,764.17
369,150,38,2,664.72
370,150,43,2,922.65
371,150,2,3,440.88
372,150,14,3,725.18
373,151,33,2,858.59
374,152,31,1,479.42
375,152,2,4,440.88
376,152,28,1,54.17
377,153,29,4,353.52
378,154,22,2,1453.6
379,154,3,3,761.39
380,155,42,3,1167.25
381,155,48,3,102.92
382,156,4,3,1414.79
383,156,10,5,1196.87
384,157,29,1,353.52
385,158,5,4,764.17
386,158,34,3,1466.33
387,158,18,1,965.57
388,159,19,4,1412.64
389,159,49,3,816.44
390,159,20,3,1192.73
391,159,24,5,446.96
392,160,47,2,1289.2
393,160,13,3,850.67
394,160,4,1,1414.79
395,160,22,2,1453.6
396,161,3,5,761.39
397,161,2,3,440.88
398,161,35,4,99.27
399,162,23,2,139.75
400,163,28,4,54.17
401,163,24,2,446.96
402,164,14,2,725.18
403,164,3,3,761.39
404,165,46,5,84.06
405,166,36,3,672.9
406,166,41,5,230.26
407,166,25,5,1033.69
408,167,45,2,272.51
409,167,11,1,96.76
410,167,21,4,655.95
411,167,45,3,272.51
412,168,17,4,875.42
413,168,42,3,1167.25
414,169,30,5,1441.27
415,169,30,3,1441.27
416,170,8,5,120.93
417,171,22,4,1453.6
418,171,16,1,51.25
419,171,27,4,952.8
420,171,11,5,96.76
421,172,43,2,922.65
422,172,4,1,1414.79
423,173,43,2,922.65
424,173,49,2,816.44
425,174,13,3,850.67
426,175,19,5,1412.64
427,175,3,2,761.39
428,176,3,2,761.39
429,176,16,2,51.25
430,176,14,5,725.18
431,177,42,3,1167.25
432,178,16,4,51.25
433,178,12,2,1439.81
434,178,9,3,327.48
435,178,13,5,850.67
436,179,49,5,816.44
437,179,14,4,725.18
438,179,20,4,1192.73
439,180,29,5,353.52
440,180,18,1,965.57
441,180,41,2,230.26
442,181,30,5,1441.27
443,181,10,2,1196.87
444,182,41,4,230.26
445,183,31,5,479.42
446,183,14,4,725.18
447,183,30,3,1441.27
448,184,44,2,389.5
449,184,4,5,1414.79
450,184,36,3,672.9
451,184,25,3,1033.69
452,185,29,1,353.52
453,185,2,1,440.88
454,185,6,5,1347.33
455,186,21,4,655.95
456,187,21,5,655.95
457,187,16,2,51.25
458,188,24,1,446.96
459,188,9,2,327.48
460,188,29,1,353.52
461,188,9,4,327.48
462,189,42,1,1167.25
463,189,16,4,51.25
464,189,21,3,655.95
465,189,32,5,413.85
466,190,20,1,1192.73
467,191,22,4,1453.6
468,191,35,4,99.27
469,191,39,2,1160.16
470,192,12,5,1439.81
471,192,31,3,479.42
472,193,37,5,824.97
473,193,13,1,850.67
474,193,3,3,761.39
475,193,42,4,1167.25
476,194,38,2,664.72
477,194,29,5,353.52
478,194,44,1,389.5
479,195,17,4,875.42
480,195,16,2,51.25
481,195,9,5,327.48
482,196,4,5,1414.79
483,196,34,2,1466.33
484,196,17,1,875.42
485,197,36,3,672.9
486,197,14,5,725.18
487,197,25,5,1033.69
488,197,12,2,1439.81
489,198,19,1,1412.64
490,198,33,5,858.59
491,199,32,1,413.85
492,199,17,4,875.42
493,200,13,2,850.67
494,200,18,1,965.57
495,201,41,1,230.26
496,202,50,3,1034.54
497,202,42,2,1167.25
498,203,23,3,139.75
499,204,39,5,1160.16
500,204,35,1,99.27
501,205,34,5,1466.33
502,205,26,1,1408.14
503,205,41,5,230.26
504,205,15,1,847.89
505,206,21,5,655.95
506,206,12,1,1439.81
507,207,47,5,1289.2
508,207,21,5,655.95
509,208,27,4,952.8
510,209,17,5,875.42
511,209,25,2,1033.69
512,209,15,1,847.89
513,209,36,5,672.9
514,210,5,4,764.17
515,211,33,1,858.59
516,211,47,3,1289.2
517,211,6,4,1347.33
518,212,16,2,51.25
519,212,46,2,84.06
520,212,49,1,816.44
521,212,24,3,446.96
522,213,11,3,96.76
523,214,49,5,816.44
524,214,32,1,413.85
525,214,22,4,1453.6
526,214,9,5,327.48
527,215,28,4,54.17
528,216,5,1,764.17
529,216,13,3,850.67
530,216,22,3,1453.6
531,217,40,4,1278.17
532,217,12,1,1439.81
533,218,32,4,413.85
534,218,34,5,1466.33
535,219,39,2,1160.16
536,219,49,2,816.44
537,219,43,3,922.65
538,219,31,4,479.42
539,220,26,1,1408.14
540,221,18,1,965.57
541,221,47,2,1289.2
542,221,15,3,847.89
543,222,20,5,1192.73
544,223,25,5,1033.69
545,223,21,1,655.95
546,223,27,4,952.8
547,224,12,2,1439.81
548,225,41,2,230.26
549,225,15,3,847.89
550,225,15,1,847.89
551,225,32,4,413.85
552,226,17,3,875.42
553,226,6,3,1347.33
554,227,33,5,858.59
555,227,42,3,1167.25
556,228,49,2,816.44
557,228,30,2,1441.27
558,228,14,3,725.18
559,228,15,4,847.89
560,229,8,1,120.93
561,229,26,5,1408.14
562,230,6,1,1347.33
563,230,8,5,120.93
564,230,15,5,847.89
565,231,21,3,655.95
566,231,42,4,1167.25
567,231,21,2,655.95
568,231,43,4,922.65
569,232,16,3,51.25
570,232,5,2,764.17
571,232,16,4,51.25
572,233,38,1,664.72
573,233,22,3,1453.6
574,233,28,5,54.17
575,234,32,2,413.85
576,234,39,5,1160.16
577,234,23,5,139.75
578,235,5,5,764.17
579,236,44,5,389.5
580,236,33,3,858.59
581,236,46,1,84.06
582,236,26,3,1408.14
583,237,13,4,850.67
584,238,5,5,764.17
585,238,10,1,1196.87
586,238,2,1,440.88
587,239,11,5,96.76
588,240,47,4,1289.2
589,240,37,2,824.97
590,240,45,1,272.51
591,241,42,3,1167.25
592,241,43,2,922.65
593,242,9,1,327.48
594,243,49,1,816.44
595,243,36,5,672.9
596,243,22,2,1453.6
597,244,18,4,965.57
598,244,23,5,139.75
599,244,48,1,102.92
600,245,13,4,850.67
601,246,11,1,96.76
602,246,33,5,858.59
603,246,13,2,850.67
604,246,37,2,824.97
605,247,33,4,858.59
606,247,8,4,120.93
607,248,16,5,51.25
608,248,36,1,672.9
609,248,44,4,389.5
610,248,30,4,1441.27
611,249,35,3,99.27
612,249,19,5,1412.64
613,249,44,5,389.5
614,250,26,4,1408.14
615,251,26,2,1408.14
616,251,31,2,479.42
617,251,33,3,858.59
618,252,3,2,761.39
619,252,14,2,725.18
620,253,11,5,96.76
621,253,3,3,761.39
622,253,3,2,761.39
623,254,47,3,1289.2
624,255,35,1,99.27
625,255,24,1,446.96
626,255,24,5,446.96
627,255,32,2,413.85
628,256,44,1,389.5
629,256,40,2,1278.17
630,257,47,5,1289.2
631,258,8,4,120.93
632,258,19,2,1412.64
633,259,38,1,664.72
634,260,2,3,440.88
635,260,7,3,73.1
636,260,4,5,1414.79
637,260,13,4,850.67
638,261,3,5,761.39
639,261,33,4,858.59
640,261,5,5,764.17
641,262,27,5,952.8
642,262,10,3,1196.87
643,263,10,5,1196.87
644,264,32,2,413.85
645,265,13,3,850.67
646,265,10,4,1196.87
647,266,10,1,1196.87
648,266,34,2,1466.33
649,266,8,4,120.93
650,267,37,5,824.97
651,268,34,3,1466.33
652,268,1,3,372.19
653,269,7,1,73.1
654,269,29,3,353.52
655,269,46,5,84.06
656,269,43,1,922.65
657,270,32,3,413.85
658,270,23,3,139.75
659,270,42,1,1167.25
660,271,9,4,327.48
661,271,40,5,1278.17
662,271,37,5,824.97
663,272,41,4,230.26
664,273,22,5,1453.6
665,274,35,5,99.27
666,274,44,5,389.5
667,274,13,4,850.67
668,275,22,4,1453.6
669,276,27,1,952.8
670,276,46,4,84.06
671,276,28,4,54.17
672,277,25,3,1033.69
673,277,35,3,99.27
674,278,40,5,1278.17
675,278,1,1,372.19
676,278,3,1,761.39
677,278,29,3,353.52
678,279,14,1,725.18
679,279,35,2,99.27
680,280,21,3,655.95
681,280,39,2,1160.16
682,281,20,1,1192.73
683,281,16,1,51.25
684,281,47,1,1289.2
685,281,46,2,84.06
686,282,16,2,51.25
687,283,35,5,99.27
688,283,26,3,1408.14
689,283,46,2,84.06
690,284,11,3,96.76
691,284,38,4,664.72
692,284,24,2,446.96
693,285,23,2,139.75
694,285,2,4,440.88
695,285,44,1,389.5
696,286,17,2,875.42
697,286,34,3,1466.33
698,286,16,4,51.25
699,286,25,2,1033.69
700,287,30,2,1441.27
701,287,3,2,761.39
702,287,15,1,847.89
703,288,24,5,446.96
704,289,3,1,761.39
705,289,33,5,858.59
706,289,11,2,96.76
707,289,36,1,672.9
708,290,49,3,816.44
709,290,32,3,413.85
710,290,11,5,96.76
711,290,20,1,1192.73
712,291,26,3,1408.14
713,291,20,2,1192.73
714,292,24,4,446.96
715,292,12,1,1439.81
716,292,33,2,858.59
717,293,45,5,272.51
718,293,11,1,96.76
719,294,43,2,922.65
720,294,38,2,664.72
721,294,50,4,1034.54
722,295,33,1,858.59
723,296,10,3,1196.87
724,296,23,4,139.75
725,296,26,3,1408.14
726,297,5,5,764.17
727,297,50,1,1034.54
728,298,7,2,73.1
729,298,50,3,1034.54
730,298,47,3,1289.2
731,298,12,1,1439.81
732,299,30,5,1441.27
733,299,12,4,1439.81
734,299,35,2,99.27
735,300,15,2,847.89
736,301,10,3,1196.87
737,301,50,4,1034.54
738,301,1,1,372.19
739,302,2,4,440.88
740,302,46,2,84.06
741,302,7,2,73.1
742,303,34,3,1466.33
743,303,10,5,1196.87
744,303,4,4,1414.79
745,304,4,1,1414.79
746,304,34,3,1466.33
747,304,34,1,1466.33
748,304,31,4,479.42
749,305,39,5,1160.16
750,305,23,2,139.75
751,305,4,2,1414.79
752,305,38,3,664.72
753,306,5,1,764.17
754,306,24,1,446.96
755,307,24,5,446.96
756,307,35,4,99.27
757,307,19,4,1412.64
758,307,17,2,875.42
759,308,46,2,84.06
760,309,48,5,102.92
761,309,4,1,1414.79
762,309,1,5,372.19
763,310,36,2,672.9
764,310,38,2,664.72
765,310,45,3,272.51
766,311,45,3,272.51
767,312,6,4,1347.33
768,312,48,4,102.92
769,313,5,5,764.17
770,313,37,3,824.97
771,313,30,1,1441.27
772,313,3,5,761.39
773,314,39,5,1160.16
774,314,48,4,102.92
775,314,12,5,1439.81
776,314,49,4,816.44
777,315,16,3,51.25
778,316,33,5,858.59
779,316,46,4,84.06
780,316,15,3,847.89
781,317,50,4,1034.54
782,317,11,4,96.76
783,318,29,2,353.52
784,318,14,1,725.18
785,319,37,5,824.97
786,319,47,3,1289.2
787,319,49,1,816.44
788,320,10,4,1196.87
789,320,47,3,1289.2
790,321,21,3,655.95
791,321,41,5,230.26
792,321,14,2,725.18
793,321,31,3,479.42
794,322,23,4,139.75
795,322,16,5,51.25
796,322,1,2,372.19
797,322,29,4,353.52
798,323,17,4,875.42
799,323,3,3,761.39
800,323,9,2,327.48
801,324,42,5,1167.25
802,325,11,2,96.76
803,326,46,3,84.06
804,326,17,4,875.42
805,326,23,2,139.75
806,327,21,3,655.95
807,327,27,2,952.8
808,327,4,1,1414.79
809,328,28,5,54.17
810,329,40,1,1278.17
811,329,11,3,96.76
812,329,3,1,761.39
813,330,24,4,446.96
814,330,25,2,1033.69
815,331,49,3,816.44
816,331,43,3,922.65
817,332,40,3,1278.17
818,332,19,3,1412.64
819,333,7,3,73.1
820,333,47,4,1289.2
821,333,2,2,440.88
822,334,37,4,824.97
823,334,5,1,764.17
824,335,40,1,1278.17
825,335,4,4,1414.79
826,335,37,5,824.97
827,336,12,2,1439.81
828,336,9,4,327.48
829,337,22,4,1453.6
830,337,18,2,965.57
831,337,40,1,1278.17
832,337,42,1,1167.25
833,338,28,1,54.17
834,338,42,1,1167.25
835,338,50,2,1034.54
836,339,50,3,1034.54
837,340,13,4,850.67
838,341,5,2,764.17
839,342,23,2,139.75
840,342,6,4,1347.33
841,343,4,2,1414.79
842,343,23,2,139.75
843,344,49,5,816.44
844,344,32,1,413.85
845,344,19,2,1412.64
846,344,6,2,1347.33
847,345,9,4,327.48
848,345,49,3,816.44
849,346,29,2,353.52
850,346,35,4,99.27
851,346,22,2,1453.6
852,347,37,1,824.97
853,347,31,3,479.42
854,348,1,2,372.19
855,349,13,1,850.67
856,349,1,1,372.19
857,350,44,1,389.5
858,350,28,1,54.17
859,351,27,3,952.8
860,351,23,1,139.75
861,351,15,1,847.89
862,352,44,5,389.5
863,353,12,5,1439.81
864,353,22,2,1453.6
865,353,31,2,479.42
866,354,42,3,1167.25
867,354,6,2,1347.33
868,354,3,4,761.39
869,355,10,4,1196.87
870,355,44,3,389.5
871,356,10,4,1196.87
872,357,12,1,1439.81
873,357,36,3,672.9
874,357,5,3,764.17
875,358,39,5,1160.16
876,358,8,2,120.93
877,359,29,2,353.52
878,360,22,3,1453.6
879,361,24,1,446.96
880,361,8,4,120.93
881,361,43,4,922.65
882,361,4,4,1414.79
883,362,48,4,102.92
884,362,36,1,672.9
885,362,26,5,1408.14
886,362,19,2,1412.64
887,363,25,1,1033.69
888,364,21,3,655.95
889,364,24,4,446.96
890,365,9,4,327.48
891,365,19,3,1412.64
892,366,45,3,272.51
893,366,28,5,54.17
894,366,15,4,847.89
895,367,7,2,73.1
896,367,9,4,327.48
897,367,10,3,1196.87
898,368,37,5,824.97
899,369,24,1,446.96
900,370,3,5,761.39
901,370,47,1,1289.2
902,370,13,3,850.67
903,370,32,4,413.85
904,371,43,1,922.65
905,372,45,1,272.51
906,372,30,2,1441.27
907,373,5,4,764.17
908,374,19,1,1412.64
909,374,29,3,353.52
910,374,18,1,965.57
911,374,26,4,1408.14
912,375,29,1,353.52
913,376,15,4,847.89
914,376,30,2,1441.27
915,376,5,2,764.17
916,377,41,1,230.26
917,377,33,4,858.59
918,377,47,1,1289.2
919,378,29,1,353.52
920,378,2,4,440.88
921,378,2,5,440.88
922,378,22,3,1453.6
923,379,32,4,413.85
924,379,37,5,824.97
925,379,8,3,120.93
926,379,9,4,327.48
927,380,42,4,1167.25
928,380,13,2,850.67
929,380,34,1,1466.33
930,380,25,1,1033.69
931,381,19,1,1412.64
932,381,13,3,850.67
933,382,40,1,1278.17
934,382,35,4,99.27
935,382,38,5,664.72
936,382,36,3,672.9
937,383,28,1,54.17
938,383,49,4,816.44
939,383,42,2,1167.25
940,383,29,1,353.52
941,384,3,4,761.39
942,384,36,4,672.9
943,385,29,1,353.52
944,386,14,1,725.18
945,386,9,2,327.48
946,386,48,3,102.92
947,387,41,4,230.26
948,388,44,4,389.5
949,389,50,5,1034.54
950,390,17,5,875.42
951,390,13,1,850.67
952,390,45,5,272.51
953,391,8,2,120.93
954,391,19,4,1412.64
955,391,32,3,413.85
956,391,30,2,1441.27
957,392,10,4,1196.87
958,392,49,5,816.44
959,392,15,2,847.89
960,393,46,5,84.06
961,393,23,4,139.75
962,393,33,2,858.59
963,394,14,4,725.18
964,394,37,2,824.97
965,394,31,1,479.42
966,394,43,4,922.65
967,395,25,5,1033.69
968,395,39,2,1160.16
969,395,18,1,965.57
970,395,39,2,1160.16
971,396,11,3,96.76
972,397,26,5,1408.14
973,397,13,1,850.67
974,398,49,5,816.44
975,398,22,5,1453.6
976,398,11,3,96.76
977,398,16,1,51.25
978,399,19,1,1412.64
979,399,1,5,372.19
980,399,15,4,847.89
981,400,46,4,84.06
982,400,31,5,479.42
983,401,15,3,847.89
984,401,39,4,1160.16
985,401,17,2,875.42
986,402,25,5,1033.69
987,403,25,3,1033.69
988,403,26,4,1408.14
989,404,35,3,99.27
990,404,23,4,139.75
991,404,2,4,440.88
992,404,25,4,1033.69
993,405,26,4,1408.14
994,406,42,5,1167.25
995,406,5,3,764.17
996,407,23,1,139.75
997,407,29,3,353.52
998,407,41,4,230.26
999,407,24,1,446.96
1000,408,3,3,761.39
1001,408,31,1,479.42
1002,408,47,4,1289.2
1003,409,44,2,389.5
1004,409,28,5,54.17
1005,409,13,1,850.67
1006,409,4,3,1414.79
1007,410,11,1,96.76
1008,410,2,3,440.88
1009,410,29,5,353.52
1010,411,38,2,664.72
1011,412,9,5,327.48
1012,412,35,3,99.27
1013,412,22,4,1453.6
1014,413,46,5,84.06
1015,413,50,2,1034.54
1016,413,49,1,816.44
1017,413,33,4,858.59
1018,414,50,2,1034.54
1019,414,3,3,761.39
1020,415,38,2,664.72
1021,415,49,5,816.44
1022,416,36,4,672.9
1023,417,45,4,272.51
1024,417,24,3,446.96
1025,417,6,2,1347.33
1026,417,14,4,725.18
1027,418,39,5,1160.16
1028,418,20,5,1192.73
1029,419,24,5,446.96
1030,419,4,2,1414.79
1031,419,23,3,139.75
1032,420,9,1,327.48
1033,421,34,1,1466.33
1034,421,8,5,120.93
1035,422,26,5,1408.14
1036,423,8,3,120.93
1037,423,30,2,1441.27
1038,424,28,5,54.17
1039,424,37,4,824.97
1040,424,4,2,1414.79
1041,425,44,4,389.5
1042,426,25,3,1033.69
1043,426,10,1,1196.87
1044,426,17,3,875.42
1045,427,24,3,446.96
1046,428,30,3,1441.27
1047,428,17,3,875.42
1048,428,2,2,440.88
1049,428,10,5,1196.87
1050,429,47,5,1289.2
1051,430,29,3,353.52
1052,430,13,4,850.67
1053,430,49,5,816.44
1054,430,22,5,1453.6
1055,431,39,4,1160.16
1056,431,36,4,672.9
1057,431,41,2,230.26
1058,432,20,5,1192.73
1059,432,16,2,51.25
1060,433,20,1,1192.73
1061,433,2,4,440.88
1062,433,41,3,230.26
1063,434,42,4,1167.25
1064,435,9,5,327.48
1065,435,46,5,84.06
1066,435,50,1,1034.54
1067,435,7,3,73.1
1068,436,30,4,1441.27
1069,436,4,2,1414.79
1070,436,36,3,672.9
1071,436,36,2,672.9
1072,437,34,4,1466.33
1073,437,40,5,1278.17
1074,438,25,2,1033.69
1075,439,1,2,372.19
1076,439,46,4,84.06
1077,439,5,3,764.17
1078,439,6,2,1347.33
1079,440,25,1,1033.69
1080,440,20,5,1192.73
1081,440,28,4,54.17
1082,441,42,3,1167.25
1083,441,8,3,120.93
1084,441,38,4,664.72
1085,441,30,5,1441.27
1086,442,10,1,1196.87
1087,443,28,5,54.17
1088,443,32,5,413.85
1089,443,26,3,1408.14
1090,443,33,4,858.59
1091,444,12,5,1439.81
1092,444,48,3,102.92
1093,444,21,4,655.95
1094,444,43,2,922.65
1095,445,21,1,655.95
1096,445,2,2,440.88
1097,446,27,4,952.8
1098,446,15,3,847.89
1099,447,36,2,672.9
1100,447,14,5,725.18
1101,447,44,3,389.5
1102,447,9,4,327.48
1103,448,46,4,84.06
1104,448,37,4,824.97
1105,448,32,3,413.85
1106,448,50,2,1034.54
1107,449,31,1,479.42
1108,450,32,2,413.85
1109,450,46,4,84.06
1110,450,7,1,73.1
1111,451,16,2,51.25
1112,451,9,4,327.48
1113,451,3,5,761.39
1114,452,38,3,664.72
1115,453,12,3,1439.81
1116,453,16,1,51.25
1117,454,36,1,672.9
1118,455,12,1,1439.81
1119,455,20,3,1192.73
1120,455,50,2,1034.54
1121,455,12,1,1439.81
1122,456,40,3,1278.17
